PostalCode,City,Municipality,Province
4540,Jehay,Amay,Liège
4540,Flône,Amay,Liège
4550,Nandrin,Nandrin,Liège
4557,Tinlot,Tinlot,Liège
4557,Fraiture,Tinlot,Liège
4557,Abée,Tinlot,Liège
4557,Ramelot,Tinlot,Liège
4557,Seny,Tinlot,Liège
4557,Scry,Tinlot,Liège
4560,Clavier,Clavier,Liège
4560,Ocquier,Clavier,Liège
4560,Les,Avins,Clavier
4560,Terwagne,Clavier,Liège
4560,Pailhe,Clavier,Liège
4570,Marchin,Marchin,Liège
4577,Modave,Modave,Liège
4577,Strée,Modave,Liège
4577,Outrelouxhe,Modave,Liège
4590,Ouffet,Ouffet,Liège
4590,Warzée,Ouffet,Liège
4590,Ellemelle,Ouffet,Liège
4600,Visé,Visé,Liège
4600,Lanaye,Visé,Liège
4600,Lixhe,Visé,Liège
4600,Richelle,Visé,Liège
4601,Argenteau,Visé,Liège
4602,Cheratte,Visé,Liège
4607,Dalhem,Dalhem,Liège
4607,Berneau,Dalhem,Liège
4607,Bombaye,Dalhem,Liège
4607,Mortroux,Dalhem,Liège
4607,Feneur,Dalhem,Liège
4608,Warsage,Dalhem,Liège
4608,Neufchâteau,Dalhem,Liège
4620,Fléron,Fléron,Liège
4621,Retinne,Fléron,Liège
4623,Magnée,Fléron,Liège
4624,Romsée,Fléron,Liège
4630,Soumagne,Soumagne,Liège
4630,Ayeneux,Soumagne,Liège
4630,Micheroux,Soumagne,Liège
4630,Évegnée,Soumagne,Liège
4631,Tignée,Soumagne,Liège
4633,Mélen,Soumagne,Liège
4650,Herve,Herve,Liège
4650,Chaineux,Herve,Liège
4650,Julémont,Herve,Liège
4651,Battice,Herve,Liège
4652,Xhendelesse,Herve,Liège
4653,Bolland,Herve,Liège
4654,Charneux,Herve,Liège
4670,Blegny,Blegny,Liège
4670,Trembleur,Blegny,Liège
4670,Mortier,Blegny,Liège
4671,Saive,Blegny,Liège
4671,Housse,Blegny,Liège
4671,Barchon,Blegny,Liège
4680,Oupeye,Oupeye,Liège
4680,Hermée,Oupeye,Liège
4683,Vivegnis,Oupeye,Liège
4684,Haccourt,Oupeye,Liège
4690,Bassenge,Bassenge,Liège
4690,Glons,Bassenge,Liège
4690,Wonck,Bassenge,Liège
4690,Boirs,Bassenge,Liège
4700,Eupen,Eupen,Liège
4701,Kettenis,Eupen,Liège
4710,Lontzen,Lontzen,Liège
4710,Herbesthal,Lontzen,Liège
4711,Walhorn,Lontzen,Liège
4720,La,Calamine,La
4728,Hergenrath,La,Calamine
4730,Raeren,Raeren,Liège
4730,Hauset,Raeren,Liège
4731,Eynatten,Raeren,Liège
4750,Butgenbach,Butgenbach,Liège
4750,Elsenborn,Butgenbach,Liège
4760,Bullange,Bullange,Liège
4760,Manderfeld,Bullange,Liège
4761,Rocherath,Bullange,Liège
4770,Amblève,Amblève,Liège
4770,Meyerode,Amblève,Liège
4771,Heppenbach,Amblève,Liège
4800,Verviers,Verviers,Liège
4800,Ensival,Verviers,Liège
4800,Lambermont,Verviers,Liège
4800,Polleur,Verviers,Liège
4801,Stembert,Verviers,Liège
4802,Heusy,Verviers,Liège
4820,Dison,Dison,Liège
4821,Andrimont,Dison,Liège
4830,Limbourg,Limbourg,Liège
4831,Bilstain,Limbourg,Liège
4834,Goé,Limbourg,Liège
4837,Baelen,Baelen,Liège
4837,Membach,Baelen,Liège
4840,Welkenraedt,Welkenraedt,Liège
4845,Jalhay,Jalhay,Liège
4845,Sart,Jalhay,Liège
4850,Plombières,Plombières,Liège
4850,Montzen,Plombières,Liège
4850,Moresnet,Plombières,Liège
4851,Gemmenich,Plombières,Liège
4851,Sippenaeken,Plombières,Liège
4852,Hombourg,Plombières,Liège
4860,Pepinster,Pepinster,Liège
4860,Wegnez,Pepinster,Liège
4860,Cornesse,Pepinster,Liège
4861,Soiron,Pepinster,Liège
4870,Trooz,Trooz,Liège
4870,Forêt,Trooz,Liège
4870,Fraipont,Trooz,Liège
4870,Nessonvaux,Trooz,Liège
4877,Olne,Olne,Liège
4880,Aubel,Aubel,Liège
4900,Spa,Spa,Liège
4910,Theux,Theux,Liège
4910,La,Reid,Theux
4910,Polleur,Theux,Liège
4920,Aywaille,Aywaille,Liège
4920,Harzé,Aywaille,Liège
4920,Ernonheid,Aywaille,Liège
4950,Waimes,Waimes,Liège
4950,Robertville,Waimes,Liège
4950,Faymonville,Waimes,Liège
4960,Malmedy,Malmedy,Liège
4960,Bévercé,Malmedy,Liège
4970,Stavelot,Stavelot,Liège
4970,Francorchamps,Stavelot,Liège
4987,Stoumont,Stoumont,Liège
4987,La,Gleize,Stoumont
4987,Chevron,Stoumont,Liège
4987,Rahier,Stoumont,Liège
4987,Lorcé,Stoumont,Liège
4990,Lierneux,Lierneux,Liège
4990,Bra,Lierneux,Liège
4990,Arbrefontaine,Lierneux,Liège
5000,Namur,Namur,Namur
5000,Beez,Namur,Namur
5001,Belgrade,Namur,Namur
5004,Bouge,Namur,Namur
5020,Vedrin,Namur,Namur
5020,Malonne,Namur,Namur
5020,Flawinne,Namur,Namur
5020,Temploux,Namur,Namur
5020,Champion,Namur,Namur
5020,Suarlée,Namur,Namur
5020,Daussoulx,Namur,Namur
5021,Boninne,Namur,Namur
5022,Cognelée,Namur,Namur
5024,Gelbressée,Namur,Namur
5030,Gembloux,Gembloux,Namur
5030,Lonzée,Gembloux,Namur
5030,Sauvenière,Gembloux,Namur
5030,Beuzet,Gembloux,Namur
5030,Ernage,Gembloux,Namur
5032,Mazy,Gembloux,Namur
5032,Bossière,Gembloux,Namur
5032,Isnes,Gembloux,Namur
5032,Bothey,Gembloux,Namur
5060,Sambreville,Sambreville,Namur
5060,Tamines,Sambreville,Namur
5060,Auvelais,Sambreville,Namur
5060,Falisolle,Sambreville,Namur
5060,Velaine,Sambreville,Namur
5060,Arsimont,Sambreville,Namur
5060,Moignelée,Sambreville,Namur
5060,Keumiée,Sambreville,Namur
5070,Le,Roux,Fosses
5080,La,Bruyère,La
5080,Rhisnes,La,Bruyère
5080,Émines,La,Bruyère
5080,Warisoulx,La,Bruyère
5081,Meux,La,Bruyère
5081,Bovesse,La,Bruyère
5100,Jambes,Namur,Namur
5100,Wépion,Namur,Namur
5100,Wierde,Namur,Namur
5100,Naninne,Namur,Namur
5100,Dave,Namur,Namur
5101,Erpent,Namur,Namur
5101,Loyers,Namur,Namur
5101,Lives,Namur,Namur
5140,Sombreffe,Sombreffe,Namur
5140,Ligny,Sombreffe,Namur
5140,Tongrinne,Sombreffe,Namur
5140,Boignée,Sombreffe,Namur
5150,Floreffe,Floreffe,Namur
5150,Franière,Floreffe,Namur
5150,Floriffoux,Floreffe,Namur
5150,Soye,Floreffe,Namur
5170,Profondeville,Profondeville,Namur
5170,Lustin,Profondeville,Namur
5170,Lesve,Profondeville,Namur
5170,Arbre,Profondeville,Namur
5170,Rivière,et,une
5300,Seilles,Andenne,Namur
5300,Andenne,Andenne,Namur
5300,Landenne,Andenne,Namur
5300,Sclayn,Andenne,Namur
5300,Vezin,Andenne,Namur
5300,Coutisse,Andenne,Namur
5300,Thon,Andenne,Namur
5300,Namêche,Andenne,Namur
5300,Maizeret,Andenne,Namur
5300,Bonneville,Andenne,Namur
5310,Éghezée,Éghezée,Namur
5310,Leuze,Éghezée,Namur
5310,Dhuy,Éghezée,Namur
5310,Liernu,Éghezée,Namur
5310,Hanret,Éghezée,Namur
5310,Bolinne,Éghezée,Namur
5310,Longchamps,Éghezée,Namur
5310,Taviers,Éghezée,Namur
5310,Mehaigne,Éghezée,Namur
5310,Branchon,Éghezée,Namur
5310,Boneffe,Éghezée,Namur
5310,Upigny,Éghezée,Namur
5330,Assesse,Assesse,Namur
5330,Maillen,Assesse,Namur
5332,Crupet,Assesse,Namur
5334,Florée,Assesse,Namur
5336,Courrière,Assesse,Namur
5340,Gesves,Gesves,Namur
5340,Haltinne,Gesves,Namur
5340,Mozet,Gesves,Namur
5340,Sorée,Gesves,Namur
5350,Ohey,Ohey,Namur
5350,Évelette,Ohey,Namur
5351,Haillot,Ohey,Namur
5352,Perwez,Ohey,Namur
5353,Goesnes,Ohey,Namur
5354,Jallet,Ohey,Namur
5360,Hamois,Hamois,Namur
5360,Natoye,Hamois,Namur
5361,Mohiville,Hamois,Namur
5361,Scy,Hamois,Namur
5362,Achet,Hamois,Namur
5363,Emptinne,Hamois,Namur
5364,Schaltin,Hamois,Namur
5370,Havelange,Havelange,Namur
5370,Flostoy,Havelange,Namur
5370,Jeneffe,Havelange,Namur
5370,Porcheresse,Havelange,Namur
5370,Verlée,Havelange,Namur
5372,Méan,Havelange,Namur
5374,Maffe,Havelange,Namur
5376,Miécret,Havelange,Namur
5380,Fernelmont,Fernelmont,Namur
5380,Forville,Fernelmont,Namur
5380,Hingeon,Fernelmont,Namur
5380,Marchovelette,Fernelmont,Namur
5380,Pontillas,Fernelmont,Namur
5380,Hemptinne,Fernelmont,Namur
5380,Bierwart,Fernelmont,Namur
5380,Tillier,Fernelmont,Namur
5500,Dinant,Dinant,Namur
5500,Anseremme,Dinant,Namur
5500,Falmignoul,Dinant,Namur
5500,Dréhance,Dinant,Namur
5500,Falmagne,Dinant,Namur
5500,Furfooz,Dinant,Namur
5501,Lisogne,Dinant,Namur
5502,Thynes,Dinant,Namur
5503,Sorinnes,Dinant,Namur
5520,Onhaye,Onhaye,Namur
5521,Serville,Onhaye,Namur
5522,Falaën,Onhaye,Namur
5523,Sommière,Onhaye,Namur
5523,Weillen,Onhaye,Namur
5524,Gerin,Onhaye,Namur
5530,Yvoir,Yvoir,Namur
5530,Godinne,Yvoir,Namur
5530,Évrehailles,Yvoir,Namur
5530,Durnal,Yvoir,Namur
5530,Spontin,Yvoir,Namur
5530,Mont,Yvoir,Namur
5530,Purnode,Yvoir,Namur
5530,Dorinne,Yvoir,Namur
5530,Houx,Yvoir,Namur
5537,Anhée,Anhée,Namur
5537,Bioul,Anhée,Namur
5537,Denée,Anhée,Namur
5537,Warnant,Anhée,Namur
5537,Salet,Anhée,Namur
5537,Sosoye,Anhée,Namur
5537,Maredret,Anhée,Namur
5540,Hastière,Hastière,Namur
5540,Waulsort,Hastière,Namur
5542,Blaimont,Hastière,Namur
5543,Heer,Hastière,Namur
5544,Agimont,Hastière,Namur
5555,Bièvre,Bièvre,Namur
5555,Graide,Bièvre,Namur
5555,Naomé,Bièvre,Namur
5555,Oizy,Bièvre,Namur
5555,Baillamont,Bièvre,Namur
5555,Cornimont,Bièvre,Namur
5555,Bellefontaine,Bièvre,Namur
5560,Houyet,Houyet,Namur
5560,Ciergnon,Houyet,Namur
5560,Hulsonniaux,Houyet,Namur
5560,Finnevaux,Houyet,Namur
5561,Celles,Houyet,Namur
5562,Custinne,Houyet,Namur
5563,Hour,Houyet,Namur
5564,Wanlin,Houyet,Namur
5570,Beauraing,Beauraing,Namur
5570,Winenne,Beauraing,Namur
5570,Felenne,Beauraing,Namur
5570,Vonêche,Beauraing,Namur
5570,Baronville,Beauraing,Namur
5570,Feschaux,Beauraing,Namur
5570,Javingue,Beauraing,Namur
5570,Wancennes,Beauraing,Namur
5570,Dion,Beauraing,Namur
5570,Honnay,Beauraing,Namur
5571,Wiesme,Beauraing,Namur
5572,Focant,Beauraing,Namur
5574,Pondrôme,Beauraing,Namur
5575,Gedinne,Gedinne,Namur
5575,Rienne,Gedinne,Namur
5575,Vencimont,Gedinne,Namur
5575,Willerzie,Gedinne,Namur
5575,Malvoisin,Gedinne,Namur
5575,Houdremont,Gedinne,Namur
5575,Patignies,Gedinne,Namur
5576,Froidfontaine,Beauraing,Namur
5580,Rochefort,Rochefort,Namur
5580,Jemelle,Rochefort,Namur
5580,Wavreille,Rochefort,Namur
5580,Buissonville,Rochefort,Namur
5580,Lessive,Rochefort,Namur
5580,Éprave,Rochefort,Namur
5590,Ciney,Ciney,Namur
5590,Leignon,Ciney,Namur
5590,Sovet,Ciney,Namur
5590,Serinchamps,Ciney,Namur
5590,Chevetogne,Ciney,Namur
5590,Achêne,Ciney,Namur
5590,Pessoux,Ciney,Namur
5590,Conneux,Ciney,Namur
5590,Braibant,Ciney,Namur
5600,Philippeville,Philippeville,Namur
5600,Romedenne,Philippeville,Namur
5600,Neuville,Philippeville,Namur
5600,Surice,Philippeville,Namur
5600,Sautour,Philippeville,Namur
5600,Jamagne,Philippeville,Namur
5600,Merlemont,Philippeville,Namur
5600,Fagnolle,Philippeville,Namur
5600,Roly,Philippeville,Namur
5600,Franchimont,Philippeville,Namur
5600,Vodecée,Philippeville,Namur
5600,Samart,Philippeville,Namur
5600,Jamiolle,Philippeville,Namur
5600,Omezée,Philippeville,Namur
5620,Florennes,Florennes,Namur
5620,Morialmé,Florennes,Namur
5620,Hanzinelle,Florennes,Namur
5620,Hanzinne,Florennes,Namur
5620,Flavion,Florennes,Namur
5620,Rosée,Florennes,Namur
5620,Morville,Florennes,Namur
5620,Corenne,Florennes,Namur
5620,Hemptinne,Florennes,Namur
5630,Cerfontaine,Cerfontaine,Namur
5630,Senzeille,Cerfontaine,Namur
5630,Silenrieux,Cerfontaine,Namur
5630,Daussois,Cerfontaine,Namur
5630,Soumoy,Cerfontaine,Namur
5640,Mettet,Mettet,Namur
5640,Biesme,Mettet,Namur
5640,Biesmerée,Mettet,Namur
5640,Oret,Mettet,Namur
5640,Graux,Mettet,Namur
5641,Furnaux,Mettet,Namur
5646,Stave,Mettet,Namur
5650,Walcourt,Walcourt,Namur
5650,Fraire,Walcourt,Namur
5650,Chastrès,Walcourt,Namur
5650,Clermont,Walcourt,Namur
5650,Pry,Walcourt,Namur
5650,Castillon,Walcourt,Namur
5650,Vogenée,Walcourt,Namur
5650,Fontenelle,Walcourt,Namur
5651,Tarcienne,Walcourt,Namur
5651,Laneffe,Walcourt,Namur
5651,Somzée,Walcourt,Namur
5651,Gourdinne,Walcourt,Namur
5651,Berzée,Walcourt,Namur
5651,Rognée,Walcourt,Namur
5660,Couvin,Couvin,Namur
5660,Mariembourg,Couvin,Namur
5660,Pesche,Couvin,Namur
5660,Petigny,Couvin,Namur
5660,Presgaux,Couvin,Namur
5660,Le,Brûly,Couvin
5660,Gonrieux,Couvin,Namur
5660,Aublain,Couvin,Namur
5660,Dailly,Couvin,Namur
5670,Viroinval,Viroinval,Namur
5670,Nismes,Viroinval,Namur
5670,Treignes,Viroinval,Namur
5670,Mazée,Viroinval,Namur
5670,Dourbes,Viroinval,Namur
5670,Le,Mesnil,Viroinval
5680,Doische,Doische,Namur
5680,Gimnée,Doische,Namur
5680,Romerée,Doische,Namur
5680,Gochenée,Doische,Namur
5680,Soulme,Doische,Namur
5680,Vaucelles,Doische,Namur
5680,Vodelée,Doische,Namur
5680,Niverlée,Doische,Namur
6000,Charleroi,Charleroi,Hainaut
6001,Marcinelle,Charleroi,Hainaut
6010,Couillet,Charleroi,Hainaut
6020,Dampremy,Charleroi,Hainaut
6030,Goutroux,Charleroi,Hainaut
6040,Jumet,Charleroi,Hainaut
6041,Gosselies,Charleroi,Hainaut
6042,Lodelinsart,Charleroi,Hainaut
6043,Ransart,Charleroi,Hainaut
6044,Roux,Charleroi,Hainaut
6060,Gilly,Charleroi,Hainaut
6150,Anderlues,Anderlues,Hainaut
6180,Courcelles,Courcelles,Hainaut
6182,Souvret,Courcelles,Hainaut
6183,Trazegnies,Courcelles,Hainaut
6200,Châtelet,Châtelet,Hainaut
6200,Châtelineau,Châtelet,Hainaut
6200,Bouffioulx,Châtelet,Hainaut
6210,Les,Bons,Villers
6210,Rèves,Les,Bons
6210,Wayaux,Les,Bons
6211,Mellet,Les,Bons
6220,Fleurus,Fleurus,Hainaut
6220,Lambusart,Fleurus,Hainaut
6220,Wangenies,Fleurus,Hainaut
6220,Heppignies,Fleurus,Hainaut
6222,Brye,Fleurus,Hainaut
6223,Wagnelée,Fleurus,Hainaut
6240,Farciennes,Farciennes,Hainaut
6240,Pironchamps,Farciennes,Hainaut
6280,Gerpinnes,Gerpinnes,Hainaut
6280,Acoz,Gerpinnes,Hainaut
6280,Loverval,Gerpinnes,Hainaut
6280,Gougnies,Gerpinnes,Hainaut
6280,Joncret,Gerpinnes,Hainaut
6440,Froidchapelle,Froidchapelle,Hainaut
6440,Vergnies,Froidchapelle,Hainaut
6440,Fourbechies,Froidchapelle,Hainaut
6441,Erpion,Froidchapelle,Hainaut
6460,Chimay,Chimay,Hainaut
6460,Salles,Chimay,Hainaut
6460,Bailièvre,Chimay,Hainaut
6460,Robechies,Chimay,Hainaut
6461,Virelles,Chimay,Hainaut
6462,Vaulx,Chimay,Hainaut
6463,Lompret,Chimay,Hainaut
6464,Forges,Chimay,Hainaut
6464,Baileux,Chimay,Hainaut
6464,Bourlers,Chimay,Hainaut
6464,Rièzes,Chimay,Hainaut
6500,Beaumont,Beaumont,Hainaut
6500,Thirimont,Beaumont,Hainaut
6500,Renlies,Beaumont,Hainaut
6500,Leugnies,Beaumont,Hainaut
6500,Barbençon,Beaumont,Hainaut
6511,Strée,Beaumont,Hainaut
6530,Thuin,Thuin,Hainaut
6532,Ragnies,Thuin,Hainaut
6533,Biercée,Thuin,Hainaut
6534,Gozée,Thuin,Hainaut
6536,Thuillies,Thuin,Hainaut
6536,Donstiennes,Thuin,Hainaut
6540,Lobbes,Lobbes,Hainaut
6560,Erquelinnes,Erquelinnes,Hainaut
6590,Momignies,Momignies,Hainaut
6591,Macon,Momignies,Hainaut
6593,Macquenoise,Momignies,Hainaut
6594,Beauwelz,Momignies,Hainaut
6596,Seloignes,Momignies,Hainaut
6600,Bastogne,Bastogne,Luxembourg
6600,Wardin,Bastogne,Luxembourg
6600,Noville,Bastogne,Luxembourg
6600,Longvilly,Bastogne,Luxembourg
6630,Martelange,Martelange,Luxembourg
6637,Fauvillers,Fauvillers,Luxembourg
6637,Hollange,Fauvillers,Luxembourg
6637,Tintange,Fauvillers,Luxembourg
6660,Houffalize,Houffalize,Luxembourg
6660,Nadrin,Houffalize,Luxembourg
6661,Mont,Houffalize,Luxembourg
6661,Tailles,Houffalize,Luxembourg
6662,Tavigny,Houffalize,Luxembourg
6663,Mabompré,Houffalize,Luxembourg
6666,Wibrin,Houffalize,Luxembourg
6670,Gouvy,Gouvy,Luxembourg
6670,Limerlé,Gouvy,Luxembourg
6671,Bovigny,Gouvy,Luxembourg
6672,Beho,Gouvy,Luxembourg
6673,Cherain,Gouvy,Luxembourg
6674,Montleban,Gouvy,Luxembourg
6686,Flamierge,Bertogne,Luxembourg
6687,Bertogne,Bertogne,Luxembourg
6688,Longchamps,Bertogne,Luxembourg
6690,Vielsalm,Vielsalm,Luxembourg
6690,Bihain,Vielsalm,Luxembourg
6700,Arlon,Arlon,Luxembourg
6700,Bonnert,Arlon,Luxembourg
6700,Heinsch,Arlon,Luxembourg
6700,Toernich,Arlon,Luxembourg
6704,Guirsch,Arlon,Luxembourg
6706,Autelbas,Arlon,Luxembourg
6717,Attert,Attert,Luxembourg
6717,Nothomb,Attert,Luxembourg
6717,Nobressart,Attert,Luxembourg
6717,Tontelange,Attert,Luxembourg
6717,Thiaumont,Attert,Luxembourg
6720,Habay,Habay,Luxembourg
6720,Hachy,Habay,Luxembourg
6721,Anlier,Habay,Luxembourg
6724,Rulles,Habay,Luxembourg
6724,Marbehan,Habay,Luxembourg
6724,Houdemont,Habay,Luxembourg
6730,Tintigny,Tintigny,Luxembourg
6730,Bellefontaine,Tintigny,Luxembourg
6730,Rossignol,Tintigny,Luxembourg
6740,Étalle,Étalle,Luxembourg
6741,Vance,Étalle,Luxembourg
6742,Chantemelle,Étalle,Luxembourg
6743,Buzenol,Étalle,Luxembourg
6750,Musson,Musson,Luxembourg
6750,Signeulx,Musson,Luxembourg
6760,Virton,Virton,Luxembourg
6760,Bleid,Virton,Luxembourg
6760,Èthe,Virton,Luxembourg
6761,Latour,Virton,Luxembourg
6767,Rouvroy,Rouvroy,Luxembourg
6767,Dampicourt,Rouvroy,Luxembourg
6767,Ruette,Virton,Luxembourg
6767,Lamorteau,Rouvroy,Luxembourg
6767,Torgny,Rouvroy,Luxembourg
6767,Couvreux,Rouvroy,Luxembourg
6767,Harnoncourt,Rouvroy,Luxembourg
6767,Montquintin,Rouvroy,Luxembourg
6780,Messancy,Messancy,Luxembourg
6780,Hondelange,Messancy,Luxembourg
6780,Wolkrange,Messancy,Luxembourg
6781,Sélange,Messancy,Luxembourg
6782,Habergy,Messancy,Luxembourg
6790,Aubange,Aubange,Luxembourg
6791,Athus,Aubange,Luxembourg
6792,Halanzy,Aubange,Luxembourg
6792,Rachecourt,Aubange,Luxembourg
6810,Chiny,Chiny,Luxembourg
6810,Izel,Chiny,Luxembourg
6810,Jamoigne,Chiny,Luxembourg
6811,Les,Bulles,Chiny
6812,Suxy,Chiny,Luxembourg
6813,Termes,Chiny,Luxembourg
6820,Florenville,Florenville,Luxembourg
6820,Muno,Florenville,Luxembourg
6820,Fontenoille,Florenville,Luxembourg
6821,Lacuisine,Florenville,Luxembourg
6824,Chassepierre,Florenville,Luxembourg
6830,Bouillon,Bouillon,Luxembourg
6830,Rochehaut,Bouillon,Luxembourg
6830,Poupehan,Bouillon,Luxembourg
6830,Les,Hayons,Bouillon
6831,Noirefontaine,Bouillon,Luxembourg
6832,Sensenruth,Bouillon,Luxembourg
6833,Ucimont,Bouillon,Luxembourg
6833,Vivy,Bouillon,Luxembourg
6834,Bellevaux,Bouillon,Luxembourg
6836,Dohan,Bouillon,Luxembourg
6838,Corbion,Bouillon,Luxembourg
6840,Neufchâteau,Neufchâteau,Luxembourg
6840,Longlier,Neufchâteau,Luxembourg
6840,Grapfontaine,Neufchâteau,Luxembourg
6840,Tournay,Neufchâteau,Luxembourg
6840,Hamipré,Neufchâteau,Luxembourg
6840,Grandvoir,Neufchâteau,Luxembourg
6850,Paliseul,Paliseul,Luxembourg
6850,Carlsbourg,Paliseul,Luxembourg
6850,Opont,Paliseul,Luxembourg
6850,Offagne,Paliseul,Luxembourg
6851,Nollevaux,Paliseul,Luxembourg
6852,Maissin,Paliseul,Luxembourg
6853,Framont,Paliseul,Luxembourg
6860,Léglise,Léglise,Luxembourg
6860,Assenois,Léglise,Luxembourg
6860,Mellier,Léglise,Luxembourg
6860,Witry,Léglise,Luxembourg
6860,Ebly,Léglise,Luxembourg
6860,Vlessart,Léglise,Luxembourg
6880,Bertrix,Bertrix,Luxembourg
6880,Orgeo,Bertrix,Luxembourg
6880,Jehonville,Bertrix,Luxembourg
6880,Cugnon,Bertrix,Luxembourg
6887,Herbeumont,Herbeumont,Luxembourg
6887,Straimont,Herbeumont,Luxembourg
6890,Libin,Libin,Luxembourg
6890,Ochamps,Libin,Luxembourg
6890,Transinne,Libin,Luxembourg
6890,Villance,Libin,Luxembourg
6890,Redu,Libin,Luxembourg
6890,Anloy,Libin,Luxembourg
6890,Smuid,Libin,Luxembourg
6920,Wellin,Wellin,Luxembourg
6920,Sohier,Wellin,Luxembourg
6921,Chanly,Wellin,Luxembourg
6922,Halma,Wellin,Luxembourg
6924,Lomprez,Wellin,Luxembourg
6927,Tellin,Tellin,Luxembourg
6927,Bure,Tellin,Luxembourg
6927,Resteigne,Tellin,Luxembourg
6927,Grupont,Tellin,Luxembourg
6929,Daverdisse,Daverdisse,Luxembourg
6929,Gembes,Daverdisse,Luxembourg
6929,Porcheresse,Daverdisse,Luxembourg
6940,Durbuy,Durbuy,Luxembourg
6940,Barvaux,Durbuy,Luxembourg
6940,Grandhan,Durbuy,Luxembourg
6940,Wéris,Durbuy,Luxembourg
6940,Septon,Durbuy,Luxembourg
6941,Tohogne,Durbuy,Luxembourg
6941,Bomal,Durbuy,Luxembourg
6941,Heyd,Durbuy,Luxembourg
6941,Izier,Durbuy,Luxembourg
6941,Borlon,Durbuy,Luxembourg
6941,Bende,Durbuy,Luxembourg
6950,Nassogne,Nassogne,Luxembourg
6950,Harsin,Nassogne,Luxembourg
6951,Bande,Nassogne,Luxembourg
6952,Grune,Nassogne,Luxembourg
6953,Forrières,Nassogne,Luxembourg
6953,Ambly,Nassogne,Luxembourg
6953,Masbourg,Nassogne,Luxembourg
6953,Lesterny,Nassogne,Luxembourg
6960,Manhay,Manhay,Luxembourg
6960,Harre,Manhay,Luxembourg
6960,Grandménil,Manhay,Luxembourg
6960,Dochamps,Manhay,Luxembourg
6960,Odeigne,Manhay,Luxembourg
6960,Malempré,Manhay,Luxembourg
6970,Tenneville,Tenneville,Luxembourg
6971,Champlon,Tenneville,Luxembourg
6972,Erneuville,Tenneville,Luxembourg
6980,Beausaint,La,Roche
6982,Samrée,La,Roche
6983,Ortho,La,Roche
6984,Hives,La,Roche
6986,Halleux,La,Roche
6987,Rendeux,Rendeux,Luxembourg
6987,Marcourt,Rendeux,Luxembourg
6987,Hodister,Rendeux,Luxembourg
6987,Beffe,Rendeux,Luxembourg
6990,Hotton,Hotton,Luxembourg
6990,Fronville,Hotton,Luxembourg
6990,Hampteau,Hotton,Luxembourg
6990,Marenne,Hotton,Luxembourg
6997,Érezée,Érezée,Luxembourg
6997,Soy,Érezée,Luxembourg
6997,Mormont,Érezée,Luxembourg
6997,Amonines,Érezée,Luxembourg
7000,Mons,Mons,Hainaut
7011,Ghlin,Mons,Hainaut
7012,Jemappes,Mons,Hainaut
7012,Flénu,Mons,Hainaut
7020,Nimy,Mons,Hainaut
7020,Maisières,Mons,Hainaut
7021,Havré,Mons,Hainaut
7022,Hyon,Mons,Hainaut
7022,Mesvin,Mons,Hainaut
7022,Harmignies,Mons,Hainaut
7022,Harveng,Mons,Hainaut
7022,Nouvelles,Mons,Hainaut
7024,Ciply,Mons,Hainaut
7032,Spiennes,Mons,Hainaut
7033,Cuesmes,Mons,Hainaut
7034,Obourg,Mons,Hainaut
7040,Quévy,Quévy,Hainaut
7040,Genly,Quévy,Hainaut
7040,Blaregnies,Quévy,Hainaut
7040,Aulnois,Quévy,Hainaut
7040,Bougnies,Quévy,Hainaut
7040,Asquillies,Quévy,Hainaut
7041,Givry,Quévy,Hainaut
7041,Havay,Quévy,Hainaut
7050,Jurbise,Jurbise,Hainaut
7050,Herchies,Jurbise,Hainaut
