Code   	City	Municipality	Province
3391	Meensel-Kiezegem	Tielt-Winge	Brabant flamand
3400	Landen	Landen	Brabant flamand
3400	Laar	Landen	Brabant flamand
3400	Ezemaal	Landen	Brabant flamand
3400	Eliksem	Landen	Brabant flamand
3400	Wange	Landen	Brabant flamand
3400	Neerwinden	Landen	Brabant flamand
3400	Overwinden	Landen	Brabant flamand
3400	Rumsdorp	Landen	Brabant flamand
3401	Waasmont	Landen	Brabant flamand
3401	Walsbets	Landen	Brabant flamand
3401	Walshoutem	Landen	Brabant flamand
3401	Wezeren	Landen	Brabant flamand
3404	Attenhoven	Landen	Brabant flamand
3404	Neerlanden	Landen	Brabant flamand
3440	Zoutleeuw	Zoutleeuw	Brabant flamand
3440	Budingen	Zoutleeuw	Brabant flamand
3440	Halle-Booienhoven	Zoutleeuw	Brabant flamand
3440	Dormaal	Zoutleeuw	Brabant flamand
3440	Helen-Bos	Zoutleeuw	Brabant flamand
3450	Geetbets	Geetbets	Brabant flamand
3450	Grazen	Geetbets	Brabant flamand
3454	Rummen	Geetbets	Brabant flamand
3460	Bekkevoort	Bekkevoort	Brabant flamand
3460	Assent	Bekkevoort	Brabant flamand
3461	Molenbeek-Wersbeek	Bekkevoort	Brabant flamand
3470	Kortenaken	Kortenaken	Brabant flamand
3470	Ransberg	Kortenaken	Brabant flamand
3471	Hoeleden	Kortenaken	Brabant flamand
3472	Kersbeek-Miskom	Kortenaken	Brabant flamand
3473	Waanrode	Kortenaken	Brabant flamand
3500	Hasselt	Hasselt	Limbourg
3500	Sint-Lambrechts-Herk	Hasselt	Limbourg
3501	Wimmertingen	Hasselt	Limbourg
3510	Kermt	Hasselt	Limbourg
3510	Spalbeek	Hasselt	Limbourg
3511	Kuringen	Hasselt	Limbourg
3511	Stokrooie	Hasselt	Limbourg
3512	Stevoort	Hasselt	Limbourg
3520	Zonhoven	Zonhoven	Limbourg
3530	Houthalen-Helchteren	Houthalen-Helchteren	Limbourg
3530	Houthalen	Houthalen-Helchteren	Limbourg
3530	Helchteren	Houthalen-Helchteren	Limbourg
3540	Herk-de-Stad	Herk-de-Stad	Limbourg
3540	Schulen	Herk-de-Stad	Limbourg
3540	Berbroek	Herk-de-Stad	Limbourg
3540	Donk	Herk-de-Stad	Limbourg
3545	Halen	Halen	Limbourg
3545	Zelem	Halen	Limbourg
3545	Loksbergen	Halen	Limbourg
3550	Heusden-Zolder	Heusden-Zolder	Limbourg
3550	Zolder	Heusden-Zolder	Limbourg
3560	Lummen	Lummen	Limbourg
3560	Linkhout	Lummen	Limbourg
3560	Meldert	Lummen	Limbourg
3570	Alken	Alken	Limbourg
3580	Beringen	Beringen	Limbourg
3581	Beverlo	Beringen	Limbourg
3582	Koersel	Beringen	Limbourg
3582	Stal	Beringen	Limbourg
3590	Diepenbeek	Diepenbeek	Limbourg
3593	Paal	Beringen	Limbourg
3600	Genk	Genk	Limbourg
3620	Lanaken	Lanaken	Limbourg
3620	Gellik	Lanaken	Limbourg
3620	Veldwezelt	Lanaken	Limbourg
3620	Neerharen	Lanaken	Limbourg
3621	Rekem	Lanaken	Limbourg
3630	Maasmechelen	Maasmechelen	Limbourg
3630	Mechelen-aan-de-Maas	Maasmechelen	Limbourg
3630	Eisden	Maasmechelen	Limbourg
3630	Opgrimbie	Maasmechelen	Limbourg
3630	Vucht	Maasmechelen	Limbourg
3630	Leut	Maasmechelen	Limbourg
3630	Meeswijk	Maasmechelen	Limbourg
3631	Boorsem	Maasmechelen	Limbourg
3631	Uikhoven	Maasmechelen	Limbourg
3640	Kinrooi	Kinrooi	Limbourg
3640	Molenbeersel	Kinrooi	Limbourg
3640	Ophoven	Kinrooi	Limbourg
3640	Kessenich	Kinrooi	Limbourg
3650	Dilsen-Stokkem	Dilsen-Stokkem	Limbourg
3650	Dilsen	Dilsen-Stokkem	Limbourg
3650	Lanklaar	Dilsen-Stokkem	Limbourg
3650	Rotem	Dilsen-Stokkem	Limbourg
3650	Stokkem	Dilsen-Stokkem	Limbourg
3650	Elen	Dilsen-Stokkem	Limbourg
3660	Opglabbeek	Oudsbergen	Limbourg
3665	As	As	Limbourg
3668	Niel-bij-As	As	Limbourg
3670	Oudsbergen	Oudsbergen	Limbourg
3670	Meeuwen	Oudsbergen	Limbourg
3670	Gruitrode	Oudsbergen	Limbourg
3670	Wijshagen	Oudsbergen	Limbourg
3670	Ellikom	Oudsbergen	Limbourg
3670	Neerglabbeek	Oudsbergen	Limbourg
3680	Maaseik	Maaseik	Limbourg
3680	Neeroeteren	Maaseik	Limbourg
3680	Opoeteren	Maaseik	Limbourg
3690	Zutendaal	Zutendaal	Limbourg
3700	Tongeren	Tongeren	Limbourg
3700	Koninksem	Tongeren	Limbourg
3700	Vreren	Tongeren	Limbourg
3700	Berg	Tongeren	Limbourg
3700	Lauw	Tongeren	Limbourg
3700	Mal	Tongeren	Limbourg
3700	Riksingen	Tongeren	Limbourg
3700	Henis	Tongeren	Limbourg
3700	Nerem	Tongeren	Limbourg
3700	Piringen	Tongeren	Limbourg
3700	Rutten	Tongeren	Limbourg
3700	Sluizen	Tongeren	Limbourg
3700	Overrepen	Tongeren	Limbourg
3700	s Herenelderen	Tongeren	Limbourg
3700	Diets-Heur	Tongeren	Limbourg
3700	Widooie	Tongeren	Limbourg
3700	Neerrepen	Tongeren	Limbourg
3717	Herstappe	Herstappe	Limbourg
3720	Kortessem	Kortessem	Limbourg
3721	Vliermaalroot	Kortessem	Limbourg
3722	Wintershoven	Kortessem	Limbourg
3723	Guigoven	Kortessem	Limbourg
3724	Vliermaal	Kortessem	Limbourg
3730	Hoeselt	Hoeselt	Limbourg
3730	Sint-Huibrechts-Hern	Hoeselt	Limbourg
3730	Romershoven	Hoeselt	Limbourg
3730	Werm	Hoeselt	Limbourg
3732	Schalkhoven	Hoeselt	Limbourg
3740	Bilzen	Bilzen	Limbourg
3740	Beverst	Bilzen	Limbourg
3740	Munsterbilzen	Bilzen	Limbourg
3740	Eigenbilzen	Bilzen	Limbourg
3740	Grote-Spouwen	Bilzen	Limbourg
3740	Kleine-Spouwen	Bilzen	Limbourg
3740	Mopertingen	Bilzen	Limbourg
3740	Rijkhoven	Bilzen	Limbourg
3740	Waltwilder	Bilzen	Limbourg
3740	Hees	Bilzen	Limbourg
3740	Rosmeer	Bilzen	Limbourg
3742	Martenslinde	Bilzen	Limbourg
3746	Hoelbeek	Bilzen	Limbourg
3770	Riemst	Riemst	Limbourg
3770	Vlijtingen	Riemst	Limbourg
3770	Zichen-Zussen-Bolder	Riemst	Limbourg
3770	Herderen	Riemst	Limbourg
3770	Millen	Riemst	Limbourg
3770	Val-Meer	Riemst	Limbourg
3770	Vroenhoven	Riemst	Limbourg
3770	Kanne	Riemst	Limbourg
3770	Membruggen	Riemst	Limbourg
3770	Genoelselderen	Riemst	Limbourg
3790	Voeren	Voeren	Limbourg
3790	s-Gravenvoeren	Voeren	Limbourg
3790	Moelingen	Voeren	Limbourg
3790	Sint-Martens-Voeren	Voeren	Limbourg
3790	Teuven	Voeren	Limbourg
3790	Remersdaal	Voeren	Limbourg
3790	Sint-Pieters-Voeren	Voeren	Limbourg
3800	Sint-Truiden	Sint-Truiden	Limbourg
3800	Brustem	Sint-Truiden	Limbourg
3800	Zepperen	Sint-Truiden	Limbourg
3800	Gelinden	Sint-Truiden	Limbourg
3800	Ordingen	Sint-Truiden	Limbourg
3800	Aalst	Sint-Truiden	Limbourg
3800	Groot-Gelmen	Sint-Truiden	Limbourg
3800	Kerkom-bij-Sint-Truiden	Sint-Truiden	Limbourg
3800	Engelmanshoven	Sint-Truiden	Limbourg
3800	Halmaal	Sint-Truiden	Limbourg
3803	Wilderen	Sint-Truiden	Limbourg
3803	Duras	Sint-Truiden	Limbourg
3803	Gorsem	Sint-Truiden	Limbourg
3803	Runkelen	Sint-Truiden	Limbourg
3806	Velm	Sint-Truiden	Limbourg
3830	Wellen	Wellen	Limbourg
3830	Berlingen	Wellen	Limbourg
3831	Herten	Wellen	Limbourg
3832	Ulbeek	Wellen	Limbourg
3840	Borgloon	Borgloon	Limbourg
3840	Hoepertingen	Borgloon	Limbourg
3840	Bommershoven	Borgloon	Limbourg
3840	Jesseren	Borgloon	Limbourg
3840	Kerniel	Borgloon	Limbourg
3840	Rijkel	Borgloon	Limbourg
3840	Broekom	Borgloon	Limbourg
3840	Gors-Opleeuw	Borgloon	Limbourg
3840	Gotem	Borgloon	Limbourg
3840	Hendrieken	Borgloon	Limbourg
3840	Voort	Borgloon	Limbourg
3840	Groot-Loon	Borgloon	Limbourg
3840	Kuttekoven	Borgloon	Limbourg
3850	Nieuwerkerken	Nieuwerkerken	Limbourg
3850	Kozen	Nieuwerkerken	Limbourg
3850	Wijer	Nieuwerkerken	Limbourg
3850	Binderveld	Nieuwerkerken	Limbourg
3870	Heers	Heers	Limbourg
3870	Mechelen-Bovelingen	Heers	Limbourg
3870	Vechmaal	Heers	Limbourg
3870	Horpmaal	Heers	Limbourg
3870	Klein-Gelmen	Heers	Limbourg
3870	Rukkelingen-Loon	Heers	Limbourg
3870	Veulen	Heers	Limbourg
3870	Gutschoven	Heers	Limbourg
3870	Heks	Heers	Limbourg
3870	Mettekoven	Heers	Limbourg
3870	Batsheers	Heers	Limbourg
3870	Opheers	Heers	Limbourg
3890	Gingelom	Gingelom	Limbourg
3890	Jeuk	Gingelom	Limbourg
3890	Montenaken	Gingelom	Limbourg
3890	Niel-bij-Sint-Truiden	Gingelom	Limbourg
3890	Boekhout	Gingelom	Limbourg
3890	Kortijs	Gingelom	Limbourg
3890	Vorsen	Gingelom	Limbourg
3891	Mielen-boven-Aalst	Gingelom	Limbourg
3891	Borlo	Gingelom	Limbourg
3891	Buvingen	Gingelom	Limbourg
3891	Muizen	Gingelom	Limbourg
3900	Pelt	Pelt	Limbourg
3900	Overpelt	Pelt	Limbourg
3910	Neerpelt	Pelt	Limbourg
3910	Sint-Huibrechts-Lille	Pelt	Limbourg
3920	Lommel	Lommel	Limbourg
3930	Hamont-Achel	Hamont-Achel	Limbourg
3930	Hamont	Hamont-Achel	Limbourg
3930	Achel	Hamont-Achel	Limbourg
3940	Hechtel-Eksel	Hechtel-Eksel	Limbourg
3940	Hechtel	Hechtel-Eksel	Limbourg
3941	Eksel	Hechtel-Eksel	Limbourg
3945	Ham	Ham	Limbourg
3945	Oostham	Ham	Limbourg
3950	Bocholt	Bocholt	Limbourg
3950	Kaulille	Bocholt	Limbourg
3950	Reppel	Bocholt	Limbourg
3960	Bree	Bree	Limbourg
3960	Gerdingen	Bree	Limbourg
3960	Opitter	Bree	Limbourg
3960	Tongerlo	Bree	Limbourg
3960	Beek	Bree	Limbourg
3970	Leopoldsburg	Leopoldsburg	Limbourg
3971	Heppen	Leopoldsburg	Limbourg
3980	Tessenderlo	Tessenderlo	Limbourg
3990	Peer	Peer	Limbourg
3990	Grote-Brogel	Peer	Limbourg
3990	Wijchmaal	Peer	Limbourg
3990	Kleine-Brogel	Peer	Limbourg
4000	Liège	Liège	Liège
4000	Rocourt	Liège	Liège
4000	Glain	Liège	Liège
4020	Bressoux	Liège	Liège
4020	Jupille-sur-Meuse	Liège	Liège
4020	Wandre	Liège	Liège
4030	Grivegnée	Liège	Liège
4031	Angleur	Liège	Liège
4032	Chênée	Liège	Liège
4040	Herstal	Herstal	Liège
4041	Vottem	Herstal	Liège
4041	Milmort	Herstal	Liège
4042	Liers	Herstal	Liège
4050	Chaudfontaine	Chaudfontaine	Liège
4051	Vaux-sous-Chèvremont	Chaudfontaine	Liège
4052	Beaufays	Chaudfontaine	Liège
4053	Embourg	Chaudfontaine	Liège
4100	Seraing	Seraing	Liège
4100	Boncelles	Seraing	Liège
4101	Jemeppe	Seraing	Liège
4102	Ougrée	Seraing	Liège
4120	Neupré	Neupré	Liège
4120	Rotheux-Rimière	Neupré	Liège
4120	Éhein	Neupré	Liège
4121	Neuville-en-Condroz	Neupré	Liège
4122	Plainevaux	Neupré	Liège
4130	Esneux	Esneux	Liège
4130	Tilff	Esneux	Liège
4140	Sprimont	Sprimont	Liège
4140	Rouvreux	Sprimont	Liège
4140	Dolembreux	Sprimont	Liège
4140	Gomzé-Andoumont	Sprimont	Liège
4141	Louveigné	Sprimont	Liège
4160	Anthisnes	Anthisnes	Liège
4161	Villers-aux-Tours	Anthisnes	Liège
4162	Hody	Anthisnes	Liège
4163	Tavier	Anthisnes	Liège
4170	Comblain-au-Pont	Comblain-au-Pont	Liège
4171	Poulseur	Comblain-au-Pont	Liège
4180	Hamoir	Hamoir	Liège
4180	Comblain-Fairon	Hamoir	Liège
4181	Filot	Hamoir	Liège
4190	Ferrières	Ferrières	Liège
4190	Xhoris	Ferrières	Liège
4190	My	Ferrières	Liège
4190	Werbomont	Ferrières	Liège
4190	Vieuxville	Ferrières	Liège
4210	Burdinne	Burdinne	Liège
4210	Marneffe	Burdinne	Liège
4210	Oteppe	Burdinne	Liège
4210	Hannêche	Burdinne	Liège
4210	Lamontzée	Burdinne	Liège
4217	Héron	Héron	Liège
4217	Lavoir	Héron	Liège
4217	Waret-l’Évêque	Héron	Liège
4218	Couthuin	Héron	Liège
4219	Wasseiges	Wasseiges	Liège
4219	Ambresin	Wasseiges	Liège
4219	Meeffe	Wasseiges	Liège
4219	Acosse	Wasseiges	Liège
4250	Geer	Geer	Liège
4250	Hollogne-sur-Geer	Geer	Liège
4250	Boëlhe	Geer	Liège
4250	Lens-Saint-Servais	Geer	Liège
4252	Omal	Geer	Liège
4253	Darion	Geer	Liège
4254	Ligney	Geer	Liège
4257	Berloz	Berloz	Liège
4257	Corswarem	Berloz	Liège
4257	Rosoux-Crenwick	Berloz	Liège
4260	Braives	Braives	Liège
4260	Ciplet	Braives	Liège
4260	Fumal	Braives	Liège
4260	Fallais	Braives	Liège
4260	Ville-en-Hesbaye	Braives	Liège
4260	Avennes	Braives	Liège
4261	Latinne	Braives	Liège
4263	Tourinne	Braives	Liège
4280	Hannut	Hannut	Liège
4280	Thisnes	Hannut	Liège
4280	Lens-Saint-Remy	Hannut	Liège
4280	Grand-Hallet	Hannut	Liège
4280	Avernas-le-Bauduin	Hannut	Liège
4280	Villers-le-Peuplier	Hannut	Liège
4280	Avin	Hannut	Liège
4280	Moxhe	Hannut	Liège
4280	Crehen	Hannut	Liège
4280	Merdorp	Hannut	Liège
4280	Cras-Avernas	Hannut	Liège
4280	Bertrée	Hannut	Liège
4280	Poucet	Hannut	Liège
4280	Petit-Hallet	Hannut	Liège
4280	Abolens	Hannut	Liège
4280	Trognée	Hannut	Liège
4280	Wansin	Hannut	Liège
4280	Blehen	Hannut	Liège
4287	Lincent	Lincent	Liège
4287	Racour	Lincent	Liège
4287	Pellaines	Lincent	Liège
4300	Waremme	Waremme	Liège
4300	Oleye	Waremme	Liège
4300	Grand-Axhe	Waremme	Liège
4300	Lantremange	Waremme	Liège
4300	Bettincourt	Waremme	Liège
4300	Bovenistier	Waremme	Liège
4300	Bleret	Waremme	Liège
4317	Faimes	Faimes	Liège
4317	Celles	Faimes	Liège
4317	Viemme	Faimes	Liège
4317	Les Waleffes	Faimes	Liège
4317	Borlez	Faimes	Liège
4317	Aineffe	Faimes	Liège
4340	Awans	Awans	Liège
4340	Villers-l’Évêque	Awans	Liège
4340	Othée	Awans	Liège
4340	Fooz	Awans	Liège
4342	Hognoul	Awans	Liège
4347	Fexhe-le-Haut-Clocher	Fexhe-le-Haut-Clocher	Liège
4347	Voroux-Goreux	Fexhe-le-Haut-Clocher	Liège
4347	Roloux	Fexhe-le-Haut-Clocher	Liège
4347	Noville	Fexhe-le-Haut-Clocher	Liège
4347	Freloux	Fexhe-le-Haut-Clocher	Liège
4350	Remicourt	Remicourt	Liège
4350	Momalle	Remicourt	Liège
4350	Pousset	Remicourt	Liège
4350	Lamine	Remicourt	Liège
4351	Hodeige	Remicourt	Liège
4357	Donceel	Donceel	Liège
4357	Haneffe	Donceel	Liège
4357	Jeneffe	Donceel	Liège
4357	Limont	Donceel	Liège
4360	Oreye	Oreye	Liège
4360	Grandville	Oreye	Liège
4360	Otrange	Oreye	Liège
4360	Lens-sur-Geer	Oreye	Liège
4367	Crisnée	Crisnée	Liège
4367	Kemexhe	Crisnée	Liège
4367	Fize-le-Marsal	Crisnée	Liège
4367	Thys	Crisnée	Liège
4367	Odeur	Crisnée	Liège
4400	Flémalle	Flémalle	Liège
4400	Flémalle-Haute	Flémalle	Liège
4400	Ivoz-Ramet	Flémalle	Liège
4400	Flémalle-Grande	Flémalle	Liège
4400	Mons-lez-Liège	Flémalle	Liège
4400	Awirs	Flémalle	Liège
4400	Cahottes	Flémalle	Liège
4400	Chokier	Flémalle	Liège
4400	Gleixhe	Flémalle	Liège
4420	Saint-Nicolas	Saint-Nicolas	Liège
4420	Montegnée	Saint-Nicolas	Liège
4420	Tilleur	Saint-Nicolas	Liège
4430	Ans	Ans	Liège
4431	Loncin	Ans	Liège
4432	Xhendremael	Ans	Liège
4432	Alleur	Ans	Liège
4450	Juprelle	Juprelle	Liège
4450	Slins	Juprelle	Liège
4450	Lantin	Juprelle	Liège
4451	Voroux-lez-Liers	Juprelle	Liège
4452	Wihogne	Juprelle	Liège
4452	Paifve	Juprelle	Liège
4453	Villers-Saint-Siméon	Juprelle	Liège
4458	Fexhe-Slins	Juprelle	Liège
4460	Grâce-Hollogne	Grâce-Hollogne	Liège
4460	Hollogne-aux-Pierres	Grâce-Hollogne	Liège
4460	Grâce-Berleur	Grâce-Hollogne	Liège
4460	Horion-Hozémont	Grâce-Hollogne	Liège
4460	Bierset	Grâce-Hollogne	Liège
4460	Velroux	Grâce-Hollogne	Liège
4470	Saint-Georges-sur-Meuse	Saint-Georges-sur-Meuse	Liège
4480	Engis	Engis	Liège
4480	Hermalle-sous-Huy	Engis	Liège
4480	Clermont-sous-Huy	Engis	Liège
4480	Éhein-bas	Engis	Liège
4500	Huy	Huy	Liège
4500	Ben-Ahin	Huy	Liège
4500	Tihange	Huy	Liège
4520	Wanze	Wanze	Liège
4520	Antheit	Wanze	Liège
4520	Bas-Oha	Wanze	Liège
4520	Moha	Wanze	Liège
4520	Vinalmont	Wanze	Liège
4520	Huccorgne	Wanze	Liège
4530	Villers-le-Bouillet	Villers-le-Bouillet	Liège
4530	Vaux-et-Borset	Villers-le-Bouillet	Liège
4530	Warnant-Dreye	Villers-le-Bouillet	Liège
4530	Fize-Fontaine	Villers-le-Bouillet	Liège
4530	Vieux-Waleffe	Villers-le-Bouillet	Liège
4537	Verlaine	Verlaine	Liège
4537	Chapon-Seraing	Verlaine	Liège
4537	Bodegnée	Verlaine	Liège
4537	Seraing-le-Château	Verlaine	Liège
4540	Amay	Amay	Liège
4540	Ampsin	Amay	Liège
4540	Jehay	Amay	Liège
4540	Ombret-Rawsa	Amay	Liège
4540	Flône	Amay	Liège
4550	Nandrin	Nandrin	Liège
4550	Villers-le-Temple	Nandrin	Liège
4550	Saint-Séverin	Nandrin	Liège
4550	Yernée-Fraineux	Nandrin	Liège
4557	Tinlot	Tinlot	Liège
4557	Fraiture	Tinlot	Liège
4557	Soheit-Tinlot	Tinlot	Liège
4557	Abée	Tinlot	Liège
4557	Ramelot	Tinlot	Liège
4557	Seny	Tinlot	Liège
4557	Scry	Tinlot	Liège
4560	Clavier	Clavier	Liège
4560	Bois-et-Borsu	Clavier	Liège
4560	Ocquier	Clavier	Liège
4560	Les Avins	Clavier	Liège
4560	Terwagne	Clavier	Liège
4560	Pailhe	Clavier	Liège
4570	Marchin	Marchin	Liège
4570	Vyle-et-Tharoul	Marchin	Liège
4577	Modave	Modave	Liège
4577	Vierset-Barse	Modave	Liège
4577	Strée	Modave	Liège
4577	Outrelouxhe	Modave	Liège
4590	Ouffet	Ouffet	Liège
4590	Warzée	Ouffet	Liège
4590	Ellemelle	Ouffet	Liège
4600	Visé	Visé	Liège
4600	Lanaye	Visé	Liège
4600	Lixhe	Visé	Liège
4600	Richelle	Visé	Liège
4601	Argenteau	Visé	Liège
4602	Cheratte	Visé	Liège
4606	Saint-André	Dalhem	Liège
4607	Dalhem	Dalhem	Liège
4607	Berneau	Dalhem	Liège
4607	Bombaye	Dalhem	Liège
4607	Mortroux	Dalhem	Liège
4607	Feneur	Dalhem	Liège
4608	Warsage	Dalhem	Liège
4608	Neufchâteau	Dalhem	Liège
4610	Beyne-Heusay	Beyne-Heusay	Liège
4610	Queue-du-Bois	Beyne-Heusay	Liège
4610	Bellaire	Beyne-Heusay	Liège
4610	Moulins-sous-Fléron	Beyne-Heusay	Liège
4620	Fléron	Fléron	Liège
4621	Retinne	Fléron	Liège
4623	Magnée	Fléron	Liège
4624	Romsée	Fléron	Liège
4630	Soumagne	Soumagne	Liège
4630	Ayeneux	Soumagne	Liège
4630	Micheroux	Soumagne	Liège
4630	Évegnée	Soumagne	Liège
4631	Tignée	Soumagne	Liège
4632	Cerexhe-Heuseux	Soumagne	Liège
4633	Mélen	Soumagne	Liège
4650	Herve	Herve	Liège
4650	Chaineux	Herve	Liège
4650	Grand-Rechain	Herve	Liège
4650	Julémont	Herve	Liège
4651	Battice	Herve	Liège
4652	Xhendelesse	Herve	Liège
4653	Bolland	Herve	Liège
4654	Charneux	Herve	Liège
4670	Blegny	Blegny	Liège
4670	Trembleur	Blegny	Liège
4670	Mortier	Blegny	Liège
4671	Saive	Blegny	Liège
4671	Housse	Blegny	Liège
4671	Barchon	Blegny	Liège
4672	Saint-Remy	Blegny	Liège
4680	Oupeye	Oupeye	Liège
4680	Hermée	Oupeye	Liège
4681	Hermalle-sous-Argenteau	Oupeye	Liège
4682	Heure-le-Romain	Oupeye	Liège
4682	Houtain-Saint-Siméon	Oupeye	Liège
4683	Vivegnis	Oupeye	Liège
4684	Haccourt	Oupeye	Liège
4690	Bassenge	Bassenge	Liège
4690	Glons	Bassenge	Liège
4690	Ében-Émael	Bassenge	Liège
4690	Wonck	Bassenge	Liège
4690	Roclenge-sur-Geer	Bassenge	Liège
4690	Boirs	Bassenge	Liège
4700	Eupen	Eupen	Liège
4701	Kettenis	Eupen	Liège
4710	Lontzen	Lontzen	Liège
4710	Herbesthal	Lontzen	Liège
4711	Walhorn	Lontzen	Liège
4720	La Calamine	La Calamine	Liège
4721	Neu-Moresnet	La Calamine	Liège
4728	Hergenrath	La Calamine	Liège
4730	Raeren	Raeren	Liège
4730	Hauset	Raeren	Liège
4731	Eynatten	Raeren	Liège
4750	Butgenbach	Butgenbach	Liège
4750	Elsenborn	Butgenbach	Liège
4760	Bullange	Bullange	Liège
4760	Manderfeld	Bullange	Liège
4761	Rocherath	Bullange	Liège
4770	Amblève	Amblève	Liège
4770	Meyerode	Amblève	Liège
4771	Heppenbach	Amblève	Liège
4780	Saint-Vith	Saint-Vith	Liège
4780	Recht	Saint-Vith	Liège
4782	Schönberg	Saint-Vith	Liège
4783	Lommersweiler	Saint-Vith	Liège
4784	Crombach	Saint-Vith	Liège
4790	Burg-Reuland	Burg-Reuland	Liège
4791	Thommen	Burg-Reuland	Liège
4800	Verviers	Verviers	Liège
4800	Ensival	Verviers	Liège
4800	Petit-Rechain	Verviers	Liège
4800	Lambermont	Verviers	Liège
4800	Polleur	Verviers	Liège
4801	Stembert	Verviers	Liège
4802	Heusy	Verviers	Liège
4820	Dison	Dison	Liège
4821	Andrimont	Dison	Liège
4830	Limbourg	Limbourg	Liège
4831	Bilstain	Limbourg	Liège
4834	Goé	Limbourg	Liège
4837	Baelen	Baelen	Liège
4837	Membach	Baelen	Liège
4840	Welkenraedt	Welkenraedt	Liège
4841	Henri-Chapelle	Welkenraedt	Liège
4845	Jalhay	Jalhay	Liège
4845	Sart	Jalhay	Liège
4850	Plombières	Plombières	Liège
4850	Montzen	Plombières	Liège
4850	Moresnet	Plombières	Liège
4851	Gemmenich	Plombières	Liège
4851	Sippenaeken	Plombières	Liège
4852	Hombourg	Plombières	Liège
4860	Pepinster	Pepinster	Liège
4860	Wegnez	Pepinster	Liège
4860	Cornesse	Pepinster	Liège
4861	Soiron	Pepinster	Liège
4870	Trooz	Trooz	Liège
4870	Forêt	Trooz	Liège
4870	Fraipont	Trooz	Liège
4870	Nessonvaux	Trooz	Liège
4877	Olne	Olne	Liège
4880	Aubel	Aubel	Liège
4890	Thimister-Clermont	Thimister-Clermont	Liège
4900	Spa	Spa	Liège
4910	Theux	Theux	Liège
4910	La Reid	Theux	Liège
4910	Polleur	Theux	Liège
4920	Aywaille	Aywaille	Liège
4920	Sougné-Remouchamps	Aywaille	Liège
4920	Harzé	Aywaille	Liège
4920	Ernonheid	Aywaille	Liège
4950	Waimes	Waimes	Liège
4950	Robertville	Waimes	Liège
4950	Faymonville	Waimes	Liège
4960	Malmedy	Malmedy	Liège
4960	Bellevaux-Ligneuville	Malmedy	Liège
4960	Bévercé	Malmedy	Liège
4970	Stavelot	Stavelot	Liège
4970	Francorchamps	Stavelot	Liège
4980	Trois-Ponts	Trois-Ponts	Liège
4980	Wanne	Trois-Ponts	Liège
4980	Fosse	Trois-Ponts	Liège
4983	Basse-Bodeux	Trois-Ponts	Liège
4987	Stoumont	Stoumont	Liège
4987	La Gleize	Stoumont	Liège
4987	Chevron	Stoumont	Liège
4987	Rahier	Stoumont	Liège
4987	Lorcé	Stoumont	Liège
4990	Lierneux	Lierneux	Liège
4990	Bra	Lierneux	Liège
4990	Arbrefontaine	Lierneux	Liège
5000	Namur	Namur	Namur
5000	Beez	Namur	Namur
5001	Belgrade	Namur	Namur
5002	Saint-Servais	Namur	Namur
5003	Saint-Marc	Namur	Namur
5004	Bouge	Namur	Namur
5020	Vedrin	Namur	Namur
5020	Malonne	Namur	Namur
5020	Flawinne	Namur	Namur
5020	Temploux	Namur	Namur
5020	Champion	Namur	Namur
5020	Suarlée	Namur	Namur
5020	Daussoulx	Namur	Namur
5021	Boninne	Namur	Namur
5022	Cognelée	Namur	Namur
5024	Marche-les-Dames	Namur	Namur
5024	Gelbressée	Namur	Namur
5030	Gembloux	Gembloux	Namur
5030	Lonzée	Gembloux	Namur
5030	Sauvenière	Gembloux	Namur
5030	Grand-Manil	Gembloux	Namur
5030	Beuzet	Gembloux	Namur
